AALI|Astra Agro Lestari Tbk.|1924688333|1924688333|301666|10166
ABBA|Mahaka Media Tbk.|2755125000|2755125000|0|0
ABDA|Asuransi Bina Dana Arta Tbk.|620806680|620806680|0|0
ABMM|ABM Investama Tbk.|2753165000|2753165000|1200|0
ACES|Ace Hardware Indonesia Tbk.|17150000000|1715000000|3856498|7952600
ACST|Acset Indonusa Tbk.|700000000|700000000|318120|177500
ADES|Akasha Wira International Tbk.|589896800|589896800|0|0
ADHI|Adhi Karya (Persero) Tbk.|3560849376|3560849376|1587360|2748260
ADMF|Adira Dinamika Multi Finance Tbk.|1000000000|1000000000|0|0
ADMG|Polychem Indonesia Tbk|3889179559|3889179559|0|105800
ADRO|Adaro Energy Tbk.|31985962000|3198596200|4433000|9264400
AGII|Aneka Gas Industri Tbk.|3066660000|3066660000|135000|1135000
AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|17733947451|1773394745|30900|458400
AGRS|Bank Agris Tbk.|5203614878|5203614878|0|0
AHAP|Asuransi Harta Aman Pratama Tbk.|840000000|840000000|0|0
AIMS|Akbar Indo Makmur Stimec Tbk|220000000|220000000|0|0
AISA|Tiga Pilar Sejahtera Food Tbk.|3218600000|3218600000|18652000|10541700
AKKU|Anugerah Kagum Karya Utama Tbk.|6449463636|6449463636|0|0
AKPI|Argha Karya Prima Industry Tbk.|680000000|680000000|0|0
AKRA|AKR Corporindo Tbk.|4006329420|4006329420|2502686|2304986
AKSI|Majapahit Inti Corpora Tbk.|720000000|720000000|0|0
ALDO|Alkindo Naratama Tbk.|550000000|550000000|0|0
ALKA|Alakasa Industrindo Tbk|507665055|507665055|0|0
ALMI|Alumindo Light Metal Industry Tbk.|616000000|616000000|0|0
ALTO|Tri Banyan Tirta Tbk.|2191870558|2191870558|0|200
AMAG|Asuransi Multi Artha Guna Tbk.|5001552516|5001552516|0|5500
AMFG|Asahimas Flat Glass Tbk.|434000000|434000000|0|0
AMIN|Ateliers Mecaniques D Indonesie Tbk.|1080000000|1080000000|0|34600
AMRT|Sumber Alfaria Trijaya Tbk.|41524501700|4152450170|2300100|2300000
ANJT|Austindo Nusantara Jaya Tbk.|3354175000|3354175000|0|0
ANTM|Aneka Tambang (Persero) Tbk.|24030764725|2403076472|1297700|630800
APEX|Apexindo Pratama Duta Tbk.|2659850000|2659850000|0|0
APIC|Pacific Strategic Financial Tbk.|11765224516|1176522451|100|0
APII|Arita Prima Indonesia Tbk.|1075760000|1075760000|0|0
APLI|Asiaplast Industries Tbk.|1500000000|1500000000|0|0
APLN|Agung Podomoro Land Tbk.|20500900000|2050090000|7285600|4117000
APOL|Arpeni Pratama Ocean Line Tbk.|8670479000|8670479000|0|0
ARGO|Argo Pantes Tbk|335557450|335557450|0|0
ARII|Atlas Resources Tbk.|3000000000|3000000000|0|0
ARMY|Armidian Karyatama Tbk.|8187500000|8187500000|0|0
ARNA|Arwana Citramulia Tbk.|7341430976|7341430976|1770600|4046800
ARTA|Arthavest Tbk|446674175|446674175|0|0
ARTI|Ratu Prabu Energi Tbk|7840000000|7840000000|0|0
ARTO|Bank Artos Indonesia Tbk.|1194187500|1194187500|0|0
ASBI|Asuransi Bintang Tbk.|348386472|348386472|5000|0
ASDM|Asuransi Dayin Mitra Tbk.|192000000|192000000|0|0
ASGR|Astra Graphia Tbk.|1348780500|1348780500|198300|2800
ASII|Astra International Tbk.|40483553140|4048355314|9784229|5126329
ASJT|Asuransi Jasa Tania Tbk.|600000000|600000000|0|0
ASMI|Asuransi Kresna Mitra Tbk.|8958380460|8958380460|0|0
ASRI|Alam Sutera Realty Tbk.|19649411888|1964941188|3538400|3339600
ASRM|Asuransi Ramayana Tbk.|214559422|214559422|0|0
ASSA|Adi Sarana Armada Tbk.|3397500000|3397500000|0|0
ATIC|Anabatic Technologies Tbk.|1875010000|1875010000|0|0
ATPK|Bara Jaya Internasional Tbk.|5760245414|5760245414|0|0
AUTO|Astra Otoparts Tbk.|4819733000|4819733000|0|0
BABP|Bank MNC Internasional Tbk.|21055658614|2105565861|0|0
BACA|Bank Capital Indonesia Tbk.|6969121200|6969121200|0|0
BAJA|Saranacentral Bajatama Tbk.|1800000000|1800000000|0|0
BALI|Bali Towerindo Sentra Tbk.|3634279700|3634279700|165500|4000
BAPA|Bekasi Asri Pemula Tbk.|661784520|661784520|0|25600
BATA|Sepatu Bata Tbk.|1300000000|1300000000|200|4900
BAYU|Bayu Buana Tbk|353220780|353220780|0|0
BBCA|Bank Central Asia Tbk.|24408459120|2440845912|6668420|5741520
BBHI|Bank Harda Internasional Tbk.|3974850000|3974850000|0|0
BBKP|Bank Bukopin Tbk.|8995754228|8995754228|988600|10000
BBLD|Buana Finance Tbk.|1645796054|1645796054|0|0
BBMD|Bank Mestika Dharma Tbk.|4049189100|4049189100|0|0
BBNI|Bank Negara Indonesia (Persero) Tbk.|18462169893|1846216989|10374369|16452869
BBNP|Bank Nusantara Parahyangan Tbk.|670065543|670065543|0|0
BBRI|Bank Rakyat Indonesia (Persero) Tbk.|122112351900|1221123519|57681410|66704210
BBRM|Pelayaran Nasional Bina Buana Raya Tbk.|5367076248|5367076248|0|0
