AALI|Astra Agro Lestari Tbk.|1924688333|1924688333|33900|230400
ABBA|Mahaka Media Tbk.|2755125000|2755125000|0|99900
ABDA|Asuransi Bina Dana Arta Tbk.|620806680|620806680|0|0
ABMM|ABM Investama Tbk.|2753165000|2753165000|0|0
ACES|Ace Hardware Indonesia Tbk.|17150000000|1715000000|2214100|2078200
ACST|Acset Indonusa Tbk.|700000000|700000000|0|15000
ADES|Akasha Wira International Tbk.|589896800|589896800|0|0
ADHI|Adhi Karya (Persero) Tbk.|3560849376|3560849376|8945000|40174000
ADMF|Adira Dinamika Multi Finance Tbk.|1000000000|1000000000|300|0
ADMG|Polychem Indonesia Tbk|3889179559|3889179559|0|0
ADRO|Adaro Energy Tbk.|31985962000|3198596200|15773234|11703634
AGII|Aneka Gas Industri Tbk.|3066660000|3066660000|35000|1110900
AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|15172454702|1517245470|2432500|7982500
AGRS|Bank Agris Tbk.|5203614878|5203614878|0|0
AHAP|Asuransi Harta Aman Pratama Tbk.|840000000|840000000|0|0
AIMS|Akbar Indo Makmur Stimec Tbk|220000000|220000000|0|0
AISA|Tiga Pilar Sejahtera Food Tbk.|3218600000|3218600000|560800|1520100
AKKU|Anugerah Kagum Karya Utama Tbk.|6449463636|6449463636|0|0
AKPI|Argha Karya Prima Industry Tbk.|680000000|680000000|0|0
AKRA|AKR Corporindo Tbk.|3991781170|3991781170|4108832|2221732
AKSI|Majapahit Inti Corpora Tbk.|720000000|720000000|0|0
ALDO|Alkindo Naratama Tbk.|550000000|550000000|0|0
ALKA|Alakasa Industrindo Tbk|507665055|507665055|0|0
ALMI|Alumindo Light Metal Industry Tbk.|616000000|616000000|0|1700
ALTO|Tri Banyan Tirta Tbk.|2186603355|2186603355|0|0
AMAG|Asuransi Multi Artha Guna Tbk.|5001552516|5001552516|0|100000
AMFG|Asahimas Flat Glass Tbk.|434000000|434000000|0|0
AMIN|Ateliers Mecaniques D Indonesie Tbk.|1080000000|1080000000|0|0
AMRT|Sumber Alfaria Trijaya Tbk.|41524501700|4152450170|120100|0
ANJT|Austindo Nusantara Jaya Tbk.|3354175000|3354175000|0|0
ANTM|Aneka Tambang (Persero) Tbk.|24030764725|2403076472|4028500|3328800
APEX|Apexindo Pratama Duta Tbk.|2659850000|2659850000|100|0
APIC|Pacific Strategic Financial Tbk.|11761995000|1176199500|0|0
APII|Arita Prima Indonesia Tbk.|1075760000|1075760000|0|0
APLI|Asiaplast Industries Tbk.|1500000000|1500000000|0|0
APLN|Agung Podomoro Land Tbk.|20500900000|2050090000|1407700|4080300
APOL|Arpeni Pratama Ocean Line Tbk.|8670479000|8670479000|0|0
ARGO|Argo Pantes Tbk|335557450|335557450|0|0
ARII|Atlas Resources Tbk.|3000000000|3000000000|0|0
ARNA|Arwana Citramulia Tbk.|7341430976|7341430976|698500|1800800
ARTA|Arthavest Tbk|446674175|446674175|0|0
ARTI|Ratu Prabu Energi Tbk|7840000000|7840000000|10979500|3350000
ARTO|Bank Artos Indonesia Tbk.|1194187500|1194187500|0|0
ASBI|Asuransi Bintang Tbk.|348386472|348386472|0|0
ASDM|Asuransi Dayin Mitra Tbk.|192000000|192000000|0|0
ASGR|Astra Graphia Tbk.|1348780500|1348780500|0|0
ASII|Astra International Tbk.|40483553140|4048355314|6524491|14131591
ASJT|Asuransi Jasa Tania Tbk.|600000000|600000000|0|0
