AALI|Astra Agro Lestari Tbk.|1924688333|1924688333|79200|138700
ABBA|Mahaka Media Tbk.|2755125000|2755125000|0|0
ABDA|Asuransi Bina Dana Arta Tbk.|620806680|620806680|0|0
ABMM|ABM Investama Tbk.|2753165000|2753165000|0|0
ACES|Ace Hardware Indonesia Tbk.|17150000000|1715000000|93622219|58900219
ACST|Acset Indonusa Tbk.|700000000|700000000|379600|0
ADES|Akasha Wira International Tbk.|589896800|589896800|0|0
ADHI|Adhi Karya (Persero) Tbk.|3560849376|3560849376|277100|3243500
ADMF|Adira Dinamika Multi Finance Tbk.|1000000000|1000000000|0|1900
ADMG|Polychem Indonesia Tbk|3889179559|3889179559|380000|89000
ADRO|Adaro Energy Tbk.|31985962000|3198596200|11157316|4935516
AGII|Aneka Gas Industri Tbk.|3066660000|3066660000|1283700|1280500
AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|15211960566|1521196056|100000|0
AGRS|Bank Agris Tbk.|5203614878|5203614878|0|0
AHAP|Asuransi Harta Aman Pratama Tbk.|840000000|840000000|0|0
AIMS|Akbar Indo Makmur Stimec Tbk|220000000|220000000|0|0
AISA|Tiga Pilar Sejahtera Food Tbk.|3218600000|3218600000|534600|993000
AKKU|Anugerah Kagum Karya Utama Tbk.|6449463636|6449463636|0|0
AKPI|Argha Karya Prima Industry Tbk.|680000000|680000000|0|0
AKRA|AKR Corporindo Tbk.|4000142270|4000142270|392100|467900
AKSI|Majapahit Inti Corpora Tbk.|720000000|720000000|0|0
ALDO|Alkindo Naratama Tbk.|550000000|550000000|0|0
ALKA|Alakasa Industrindo Tbk|507665055|507665055|0|0
ALMI|Alumindo Light Metal Industry Tbk.|616000000|616000000|0|0
ALTO|Tri Banyan Tirta Tbk.|2191494355|2191494355|0|0
AMAG|Asuransi Multi Artha Guna Tbk.|5001552516|5001552516|0|0
AMFG|Asahimas Flat Glass Tbk.|434000000|434000000|0|0
AMIN|Ateliers Mecaniques D Indonesie Tbk.|1080000000|1080000000|0|0
AMRT|Sumber Alfaria Trijaya Tbk.|41524501700|4152450170|0|613600
ANJT|Austindo Nusantara Jaya Tbk.|3354175000|3354175000|0|0
ANTM|Aneka Tambang (Persero) Tbk.|24030764725|2403076472|281500|204900
APEX|Apexindo Pratama Duta Tbk.|2659850000|2659850000|0|0
APIC|Pacific Strategic Financial Tbk.|11763038265|1176303826|0|0
APII|Arita Prima Indonesia Tbk.|1075760000|1075760000|0|0
APLI|Asiaplast Industries Tbk.|1500000000|1500000000|0|0
APLN|Agung Podomoro Land Tbk.|20500900000|2050090000|0|0
APOL|Arpeni Pratama Ocean Line Tbk.|8670479000|8670479000|0|0
ARGO|Argo Pantes Tbk|335557450|335557450|0|0
ARII|Atlas Resources Tbk.|3000000000|3000000000|0|0
ARMY|Armidian Karyatama Tbk.|8187500000|8187500000|44000|245600
ARNA|Arwana Citramulia Tbk.|7341430976|7341430976|107500|361800
ARTA|Arthavest Tbk|446674175|446674175|0|0
ARTI|Ratu Prabu Energi Tbk|7840000000|7840000000|0|0
ARTO|Bank Artos Indonesia Tbk.|1194187500|1194187500|0|0
ASBI|Asuransi Bintang Tbk.|348386472|348386472|0|0
ASDM|Asuransi Dayin Mitra Tbk.|192000000|192000000|0|0
ASGR|Astra Graphia Tbk.|1348780500|1348780500|1000|1000
ASII|Astra International Tbk.|40483553140|4048355314|24631412|12854912
ASJT|Asuransi Jasa Tania Tbk.|600000000|600000000|0|0
ASMI|Asuransi Kresna Mitra Tbk.|8958380460|8958380460|0|0
ASRI|Alam Sutera Realty Tbk.|19649411888|1964941188|588500|904900
ASRM|Asuransi Ramayana Tbk.|214559422|214559422|0|0
ASSA|Adi Sarana Armada Tbk.|3397500000|3397500000|0|0
ATIC|Anabatic Technologies Tbk.|1875010000|1875010000|0|0
ATPK|Bara Jaya Internasional Tbk.|5760245414|5760245414|0|0
AUTO|Astra Otoparts Tbk.|4819733000|4819733000|7100|5000
BABP|Bank MNC Internasional Tbk.|20375658699|2037565869|0|0
BACA|Bank Capital Indonesia Tbk.|6968565500|6968565500|0|0
BAJA|Saranacentral Bajatama Tbk.|1800000000|1800000000|0|0
BALI|Bali Towerindo Sentra Tbk.|3634277700|3634277700|0|0
BAPA|Bekasi Asri Pemula Tbk.|661784520|661784520|0|0
BATA|Sepatu Bata Tbk.|1300000000|1300000000|0|0
BAYU|Bayu Buana Tbk|353220780|353220780|0|0
BBCA|Bank Central Asia Tbk.|24408459120|2440845912|15522172|22111344
BBHI|Bank Harda Internasional Tbk.|3613500000|3613500000|0|0
BBKP|Bank Bukopin Tbk.|8995754228|8995754228|0|3066700
BBLD|Buana Finance Tbk.|1645796054|1645796054|0|0
BBMD|Bank Mestika Dharma Tbk.|4049189100|4049189100|0|0
BBNI|Bank Negara Indonesia (Persero) Tbk.|18462169893|1846216989|12947364|13421564
BBNP|Bank Nusantara Parahyangan Tbk.|670065543|670065543|0|0
BBRI|Bank Rakyat Indonesia (Persero) Tbk.|24422470380|2442247038|13753123|8424123
BBRM|Pelayaran Nasional Bina Buana Raya Tbk.|5367076248|5367076248|0|0
BBTN|Bank Tabungan Negara (Persero) Tbk.|10484100000|1048410000|4810697|4019700
BBYB|Bank Yudha Bhakti Tbk.|4590856982|4590856982|3000|0
BCAP|MNC Kapital Indonesia Tbk.|5472838318|5472838318|0|100
BCIC|Bank JTrust Indonesia Tbk.|28066675536|2806667553|0|0
BCIP|Bumi Citra Permai Tbk.|1429915525|1429915525|100000|0
BDMN|Bank Danamon Indonesia Tbk.|9488796931|9488796931|2799190|1471190
BEKS|Bank Pembangunan Daerah Banten Tbk.|63468336053|6346833605|0|0
BEST|Bekasi Fajar Industrial Estate Tbk.|9647311150|9647311150|92700|4260800
BFIN|BFI Finance  Indonesia Tbk.|15967115620|1596711562|0|1210000
BGTG|Bank Ganesha Tbk.|11063309400|1106330940|0|0
BHIT|MNC Investama Tbk.|48057050367|4805705036|21381300|17755100
BIKA|Binakarya Jaya Abadi Tbk.|592280000|592280000|0|0
BIMA|Primarindo Asia Infrastructure Tbk.|608175716|608175716|0|0
BINA|Bank Ina Perdana Tbk.|5597831250|5597831250|28000|0
BIPI|Benakat Integra Tbk.|36508170014|3650817001|90000|20000
BIPP|Bhuwanatala Indah Permai Tbk.|4669648582|4669648582|0|0
BIRD|Blue Bird Tbk.|2502100000|2502100000|5829600|5919500
BISI|BISI International Tbk.|3000000000|3000000000|166500|0
BJBR|Bank Pembangunan Daerah Jawa Barat dan B|9599328254|9599328254|7772400|380300
BJTM|Bank Pembangunan Daerah Jawa Timur Tbk.|14796836190|1479683619|4533400|4558800
BKDP|Bukit Darmo Property Tbk|7315022252|7315022252|0|0
BKSL|Sentul City Tbk.|55258552816|5525855281|18550|352000
BKSW|Bank QNB Indonesia Tbk.|8669574538|8669574538|0|0
BLTA|Berlian Laju Tanker Tbk|23483317538|2348331753|0|0
BLTZ|Graha Layar Prima Tbk.|436968571|436968571|0|0
BM05|Benchmark Bond 05|1|1|0|0
BM10|Benchmark Bond 10|1|1|0|0
BMAS|Bank Maspion Indonesia Tbk.|4399026922|4399026922|0|0
BMRI|Bank Mandiri (Persero) Tbk.|23099999999|2309999999|17096984|7130406
BMSR|Bintang Mitra Semestaraya Tbk|1159200024|1159200024|0|0
BMTR|Global Mediacom Tbk.|14198621422|1419862142|37134000|43460900
BNBA|Bank Bumi Arta Tbk.|2286900000|2286900000|0|283300
BNBR|Bakrie & Brothers Tbk|113479812348|1134798123|0|0
BNGA|Bank CIMB Niaga Tbk.|24880290775|2488029077|168183522|1110500
BNII|Bank Maybank Indonesia Tbk.|67068027368|6706802736|0|200000
BNLI|Bank Permata Tbk.|27762311813|2776231181|756000|11575000
BOGA|Bintang Oto Global Tbk.|3801801600|3801801600|0|0
BOLT|Garuda Metalindo Tbk.|2343750000|2343750000|0|0
BORN|Borneo Lumbung Energi & Metal Tbk.|17693000000|1769300000|0|0
BPFI|Batavia Prosperindo Finance Tbk.|1582589100|1582589100|0|0
BPII|Batavia Prosperindo Internasional Tbk.|514010900|514010900|0|0
BRAM|Indo Kordsa Tbk.|450000000|450000000|0|0
BRAU|Berau Coal Energy Tbk.|34900000000|3490000000|0|0
